	source	target	weight	source_freq	target_freq	source_type	target_type	edge_sample	fscolor	sscolor	edcolor	num_samps
402	Paenibacillus	Bosea	1.0	1	14	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	57
403	Bosea	Paenibacillus	1.0	14	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	57
404	Paenibacillus	Enhydrobacter	0.992246133193	1	18	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	57
405	Enhydrobacter	Paenibacillus	0.992246133193	18	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	57
406	Paenibacillus	Fenollaria	1.0	1	5	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	57
407	Fenollaria	Paenibacillus	1.0	5	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	57
408	Paenibacillus	Herbaspirillum	0.90886792197	1	8	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
409	Herbaspirillum	Paenibacillus	0.90886792197	8	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
410	Paenibacillus	Nocardia	0.904098666972	1	17	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
411	Nocardia	Paenibacillus	0.904098666972	17	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
412	Paracoccus	Klebsiella	0.859158650681	3	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
413	Klebsiella	Paracoccus	0.859158650681	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
414	Paraprevotella	Enterorhabdus	0.998094841815	3	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
415	Enterorhabdus	Paraprevotella	0.998094841815	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
416	Paraprevotella	Hallella	0.998094841815	3	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
417	Hallella	Paraprevotella	0.998094841815	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
418	Parasutterella	Megamonas	0.858663791915	6	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
419	Megamonas	Parasutterella	0.858663791915	3	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
420	Parvimonas	Eggerthia	0.948261235142	2	10	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	57
421	Eggerthia	Parvimonas	0.948261235142	10	2	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	57
422	Pasteurella	Gallibacterium	0.805442569274	2	3	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	57
423	Gallibacterium	Pasteurella	0.805442569274	3	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	57
424	Pasteurella	Mannheimia	0.941411895278	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
425	Mannheimia	Pasteurella	0.941411895278	1	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
426	Pectobacterium	Brochothrix	0.997559771177	9	22	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
427	Brochothrix	Pectobacterium	0.997559771177	22	9	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
428	Pectobacterium	Leuconostoc	0.984876273889	9	6	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
429	Leuconostoc	Pectobacterium	0.984876273889	6	9	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
430	Pectobacterium	Mitsuokella	1.0	9	11	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
431	Mitsuokella	Pectobacterium	1.0	11	9	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
432	Pedobacter	Lelliottia	0.998048857564	5	13	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
433	Lelliottia	Pedobacter	0.998048857564	13	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
434	Phascolarctobacterium	Megamonas	0.818093332827	20	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
435	Megamonas	Phascolarctobacterium	0.818093332827	3	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
436	Photobacterium	Acinetobacter	0.996269364243	2	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
437	Acinetobacter	Photobacterium	0.996269364243	11	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
438	Photobacterium	Aliterella	1.0	2	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
439	Aliterella	Photobacterium	1.0	20	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
440	Photobacterium	Arthrobacter	1.0	2	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
441	Arthrobacter	Photobacterium	1.0	1	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
442	Photobacterium	Azohydromonas	1.0	2	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
443	Azohydromonas	Photobacterium	1.0	2	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
444	Photobacterium	Delftia	1.0	2	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
445	Delftia	Photobacterium	1.0	7	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
446	Photobacterium	Microvirga	1.0	2	16	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
447	Microvirga	Photobacterium	1.0	16	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
448	Photobacterium	Modestobacter	1.0	2	14	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
449	Modestobacter	Photobacterium	1.0	14	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
450	Porphyrobacter	Morococcus	0.807545850554	1	27	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
451	Morococcus	Porphyrobacter	0.807545850554	27	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
452	Proteiniphilum	Bibersteinia	0.892841614772	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
453	Bibersteinia	Proteiniphilum	0.892841614772	1	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	57
454	Pseudoflavonifractor	Coprobacillus	0.850240721853	1	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
455	Coprobacillus	Pseudoflavonifractor	0.850240721853	20	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
456	Pseudoflavonifractor	Gordonibacter	0.871980038153	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
457	Gordonibacter	Pseudoflavonifractor	0.871980038153	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
458	Pseudoflavonifractor	Hungatella	0.817662418675	1	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
459	Hungatella	Pseudoflavonifractor	0.817662418675	2	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
460	Pseudomonas	Bosea	0.843271061851	2	14	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	57
461	Bosea	Pseudomonas	0.843271061851	14	2	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	57
462	Pseudomonas	Fenollaria	0.843271061851	2	5	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	57
463	Fenollaria	Pseudomonas	0.843271061851	5	2	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	57
464	Pseudomonas	Paenibacillus	0.843271061851	2	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
465	Paenibacillus	Pseudomonas	0.843271061851	1	2	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
466	Psychrobacter	Brochothrix	0.971208757085	1	22	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
467	Brochothrix	Psychrobacter	0.971208757085	22	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
468	Psychrobacter	Leuconostoc	0.963709043555	1	6	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
469	Leuconostoc	Psychrobacter	0.963709043555	6	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
470	Psychrobacter	Mitsuokella	0.967239793872	1	11	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
471	Mitsuokella	Psychrobacter	0.967239793872	11	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
472	Psychrobacter	Pectobacterium	0.967239793872	1	9	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
473	Pectobacterium	Psychrobacter	0.967239793872	9	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
474	Rheinheimera	Acinetobacter	0.996269364243	8	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
475	Acinetobacter	Rheinheimera	0.996269364243	11	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
476	Rheinheimera	Aliterella	1.0	8	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
477	Aliterella	Rheinheimera	1.0	20	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
478	Rheinheimera	Arthrobacter	1.0	8	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
479	Arthrobacter	Rheinheimera	1.0	1	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
480	Rheinheimera	Azohydromonas	1.0	8	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
481	Azohydromonas	Rheinheimera	1.0	2	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
482	Rheinheimera	Delftia	1.0	8	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
483	Delftia	Rheinheimera	1.0	7	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
484	Rheinheimera	Microvirga	1.0	8	16	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
485	Microvirga	Rheinheimera	1.0	16	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
486	Rheinheimera	Modestobacter	1.0	8	14	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
487	Modestobacter	Rheinheimera	1.0	14	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
488	Rheinheimera	Photobacterium	1.0	8	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
489	Photobacterium	Rheinheimera	1.0	2	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
490	Rhodopseudomonas	Bosea	1.0	5	14	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
491	Bosea	Rhodopseudomonas	1.0	14	5	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
492	Rhodopseudomonas	Enhydrobacter	0.992246133193	5	18	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
493	Enhydrobacter	Rhodopseudomonas	0.992246133193	18	5	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
494	Rhodopseudomonas	Fenollaria	1.0	5	5	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
495	Fenollaria	Rhodopseudomonas	1.0	5	5	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
496	Rhodopseudomonas	Herbaspirillum	0.90886792197	5	8	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	57
497	Herbaspirillum	Rhodopseudomonas	0.90886792197	8	5	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	57
498	Rhodopseudomonas	Nocardia	0.904098666972	5	17	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	57
499	Nocardia	Rhodopseudomonas	0.904098666972	17	5	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	57
500	Rhodopseudomonas	Paenibacillus	1.0	5	1	Posterior_fornix	Anterior_nares	Intertype	#4df3ce	#8000ff	#cccccc	57
501	Paenibacillus	Rhodopseudomonas	1.0	1	5	Anterior_nares	Posterior_fornix	Intertype	#8000ff	#4df3ce	#cccccc	57
502	Rhodopseudomonas	Pseudomonas	0.843271061851	5	2	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	57
503	Pseudomonas	Rhodopseudomonas	0.843271061851	2	5	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	57
504	Rikenella	Acholeplasma	0.947032739107	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
505	Acholeplasma	Rikenella	0.947032739107	13	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
506	Risungbinella	Arcanobacterium	0.969895294641	9	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
507	Arcanobacterium	Risungbinella	0.969895294641	11	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
508	Risungbinella	Aureimonas	1.0	9	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
509	Aureimonas	Risungbinella	1.0	10	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
510	Risungbinella	Crocosphaera	1.0	9	23	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
511	Crocosphaera	Risungbinella	1.0	23	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
512	Risungbinella	Exiguobacterium	0.980451337463	9	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
513	Exiguobacterium	Risungbinella	0.980451337463	2	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
514	Risungbinella	Gulbenkiania	1.0	9	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
515	Gulbenkiania	Risungbinella	1.0	3	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
516	Risungbinella	Helicobacter	1.0	9	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
517	Helicobacter	Risungbinella	1.0	10	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
518	Risungbinella	Kocuria	0.904098666972	9	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
519	Kocuria	Risungbinella	0.904098666972	10	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
520	Risungbinella	Leucobacter	0.995004358983	9	35	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
521	Leucobacter	Risungbinella	0.995004358983	35	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
522	Risungbinella	Methylobacterium	0.980451337463	9	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
523	Methylobacterium	Risungbinella	0.980451337463	5	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
524	Risungbinella	Microbacterium	1.0	9	12	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
525	Microbacterium	Risungbinella	1.0	12	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
526	Risungbinella	Micrococcus	0.829005789222	9	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
527	Micrococcus	Risungbinella	0.829005789222	15	9	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
528	Runella	Alysiella	1.0	32	28	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	57
529	Alysiella	Runella	1.0	28	32	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	57
530	Sanguibacteroides	Megamonas	0.948129316401	1	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
531	Megamonas	Sanguibacteroides	0.948129316401	3	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
532	Sanguibacteroides	Phascolarctobacterium	0.836379748985	1	20	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
533	Phascolarctobacterium	Sanguibacteroides	0.836379748985	20	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
534	Senegalimassilia	Acholeplasma	0.809039834956	7	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
535	Acholeplasma	Senegalimassilia	0.809039834956	13	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
536	Senegalimassilia	Acidaminococcus	1.0	7	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
537	Acidaminococcus	Senegalimassilia	1.0	3	7	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
538	Serratia	Brochothrix	0.998759573074	33	22	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
539	Brochothrix	Serratia	0.998759573074	22	33	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
540	Serratia	Leuconostoc	0.992260582499	33	6	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
541	Leuconostoc	Serratia	0.992260582499	6	33	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
542	Serratia	Mitsuokella	0.99386155515	33	11	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
543	Mitsuokella	Serratia	0.99386155515	11	33	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
544	Serratia	Pectobacterium	0.99386155515	33	9	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
545	Pectobacterium	Serratia	0.99386155515	9	33	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
546	Serratia	Psychrobacter	0.972108317524	33	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
547	Psychrobacter	Serratia	0.972108317524	1	33	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	57
548	Shuttleworthia	Aureimonas	0.814122713824	17	10	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	57
549	Aureimonas	Shuttleworthia	0.814122713824	10	17	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	57
550	Shuttleworthia	Crocosphaera	0.814122713824	17	23	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	57
551	Crocosphaera	Shuttleworthia	0.814122713824	23	17	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	57
552	Shuttleworthia	Gulbenkiania	0.814122713824	17	3	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	57
553	Gulbenkiania	Shuttleworthia	0.814122713824	3	17	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	57
554	Shuttleworthia	Helicobacter	0.814122713824	17	10	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	57
555	Helicobacter	Shuttleworthia	0.814122713824	10	17	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	57
556	Shuttleworthia	Leucobacter	0.80790855893	17	35	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	57
557	Leucobacter	Shuttleworthia	0.80790855893	35	17	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	57
558	Shuttleworthia	Microbacterium	0.814122713824	17	12	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	57
559	Microbacterium	Shuttleworthia	0.814122713824	12	17	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	57
560	Shuttleworthia	Risungbinella	0.814122713824	17	9	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	57
561	Risungbinella	Shuttleworthia	0.814122713824	9	17	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	57
562	Simonsiella	Alysiella	0.997378240552	14	28	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	57
563	Alysiella	Simonsiella	0.997378240552	28	14	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	57
564	Simonsiella	Runella	0.997378240552	14	32	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	57
565	Runella	Simonsiella	0.997378240552	32	14	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	57
566	Sinorhizobium	Cellulomonas	0.979084668206	5	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
567	Cellulomonas	Sinorhizobium	0.979084668206	10	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
568	Sinorhizobium	Enterorhabdus	0.988881321143	5	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
569	Enterorhabdus	Sinorhizobium	0.988881321143	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
570	Sinorhizobium	Hallella	0.988881321143	5	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
571	Hallella	Sinorhizobium	0.988881321143	1	5	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	57
572	Sneathia	Chlamydia	0.865108708548	1	14	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc	57
573	Chlamydia	Sneathia	0.865108708548	14	1	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc	57
574	Sneathia	Mageeibacillus	0.986092205178	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
575	Mageeibacillus	Sneathia	0.986092205178	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
576	Sneathia	Mobiluncus	0.998438512055	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
577	Mobiluncus	Sneathia	0.998438512055	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	57
578	Sphingobacterium	Klebsiella	0.99728202058	7	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
579	Klebsiella	Sphingobacterium	0.99728202058	1	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
580	Sphingobacterium	Paracoccus	0.855348764075	7	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
581	Paracoccus	Sphingobacterium	0.855348764075	3	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
582	Sphingobium	Aliterella	0.909996543971	28	20	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
583	Aliterella	Sphingobium	0.909996543971	20	28	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
584	Sphingobium	Arthrobacter	0.909996543971	28	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
585	Arthrobacter	Sphingobium	0.909996543971	1	28	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
586	Sphingobium	Azohydromonas	0.909996543971	28	2	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
587	Azohydromonas	Sphingobium	0.909996543971	2	28	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
588	Sphingobium	Delftia	0.909996543971	28	7	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
589	Delftia	Sphingobium	0.909996543971	7	28	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
590	Sphingobium	Microvirga	0.909996543971	28	16	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
591	Microvirga	Sphingobium	0.909996543971	16	28	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
592	Sphingobium	Modestobacter	0.909996543971	28	14	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
593	Modestobacter	Sphingobium	0.909996543971	14	28	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
594	Sphingobium	Photobacterium	0.909996543971	28	2	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
595	Photobacterium	Sphingobium	0.909996543971	2	28	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
596	Sphingobium	Rheinheimera	0.909996543971	28	8	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	57
597	Rheinheimera	Sphingobium	0.909996543971	8	28	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	57
598	Sphingomonas	Aliterella	0.930863294726	11	20	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
599	Aliterella	Sphingomonas	0.930863294726	20	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
600	Sphingomonas	Arthrobacter	0.930863294726	11	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
601	Arthrobacter	Sphingomonas	0.930863294726	1	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
602	Sphingomonas	Azohydromonas	0.930863294726	11	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
603	Azohydromonas	Sphingomonas	0.930863294726	2	11	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
604	Sphingomonas	Delftia	0.930863294726	11	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	57
