	source	source_freq	source_type	target_type	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
3988	Peptoniphilaceae bacterium SIT14	11	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
4024	Peptoniphilus duerdenii	8	Tongue_dorsum	Tongue_dorsum	#ff0000	31.0	9.0	#ffa759	#1898f2
4025	[Eubacterium] sulci	26	Tongue_dorsum	Tongue_dorsum	#ff0000	31.0	9.0	#ffa759	#1898f2
4026	Peptoniphilus grossensis	21	Posterior_fornix	Throat	#4df3ce	30.0	24.0	#feb562	#96fca7
4066	Peptoniphilus harei	13	Anterior_nares	Anterior_nares	#8000ff	26.0	12.0	#cbe486	#0ac0e8
4084	Peptoniphilus rhinitidis	9	Anterior_nares	Anterior_nares	#8000ff	26.0	12.0	#cbe486	#0ac0e8
4090	Peptoniphilus sp. BV3AC2	3	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
4132	Peptoniphilus sp. BV3C26	1	Posterior_fornix	Posterior_fornix	#4df3ce	31.0	17.0	#ffa759	#44eed2
4150	Peptostreptococcaceae bacterium ACC19a	7	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
4162	Peptostreptococcaceae bacterium AS15	18	Subgingival_plaque	Subgingival_plaque	#e4cf74	33.0	10.0	#ff8646	#0ea5ef
4166	Peptostreptococcaceae bacterium CM5	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	31.0	#ff160b	#e6cd73
4176	Peptostreptococcaceae bacterium OBRC8	1	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
4178	Peptostreptococcaceae bacterium oral taxon 113	4	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
4192	Peptostreptococcaceae bacterium VA2	10	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
4214	Peptostreptococcus sp. MV1	20	Throat	Tongue_dorsum	#ff5029	5.0	40.0	#425ffa	#ff4a26
4215	Peptostreptococcus anaerobius	13	Tongue_dorsum	Throat	#ff0000	5.0	40.0	#425ffa	#ff4a26
4216	Peptostreptococcus stomatis	17	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
4220	Phascolarctobacterium succinatutens	10	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
4250	Photobacterium iliopiscarium	2	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
4282	Porphyrobacter donghaensis	10	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	38.0	#4df3ce	#ff6b37
4290	Porphyromonadaceae bacterium COT-184 OH4590	17	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
4296	Porphyromonas bennonis	1	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
4338	Porphyromonas cangingivalis	17	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
4346	Porphyromonas canoris	12	Attached	Attached	#4e4dfc	3.0	15.0	#5a3bfd	#2ddedc
4364	Porphyromonas crevioricanis	2	Stool	Stool	#b2f396	22.0	4.0	#99fca6	#5247fc
4388	Porphyromonas gulae	14	Attached	Tongue_dorsum	#4e4dfc	27.0	19.0	#d9da7d	#5df9c7
4396	Porphyromonas somerae	5	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
4402	Porphyromonas sp. COT-239 OH1446	12	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
4416	Porphyromonas sp. KLE 1280	22	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
4428	Porphyromonas sp. oral taxon 279	11	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
4436	Prevotella aurantiaca	1	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
4444	Prevotella bergensis	1	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
4456	Prevotella brevis	1	Attached	Attached	#4e4dfc	3.0	15.0	#5a3bfd	#2ddedc
4470	Prevotella bryantii	2	Stool	Stool	#b2f396	40.0	2.0	#ff0000	#6a22fe
4484	Prevotella buccalis	3	Posterior_fornix	Posterior_fornix	#4df3ce	31.0	17.0	#ffa759	#44eed2
4486	Prevotella dentasini	17	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
4488	Prevotella denticola	11	Throat	Supragingival_plaque	#ff5029	33.0	10.0	#ff8646	#0ea5ef
4490	Prevotella enoeca	6	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
4494	Prevotella falsenii	7	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
4502	Prevotella marshii	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	29.0	33.0	#f0c46c	#feb562
4503	Centipeda periodontii	17	Subgingival_plaque	Subgingival_plaque	#e4cf74	29.0	33.0	#f0c46c	#feb562
4504	Prevotella micans	4	Subgingival_plaque	Subgingival_plaque	#e4cf74	29.0	33.0	#f0c46c	#feb562
4506	Prevotella multisaccharivorax	5	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
4526	Prevotella scopos	5	Tongue_dorsum	Tongue_dorsum	#ff0000	28.0	37.0	#e4cf74	#ff7b40
4530	Prevotella sp. BV3P1	15	Posterior_fornix	Posterior_fornix	#4df3ce	31.0	17.0	#ffa759	#44eed2
4550	Prevotella sp. C561	6	Tongue_dorsum	Tongue_dorsum	#ff0000	31.0	9.0	#ffa759	#1898f2
4552	Prevotella sp. FD3004	1	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
4588	Prevotella sp. HJM029	12	Saliva	Tongue_dorsum	#7effb5	31.0	9.0	#ffa759	#1898f2
4590	Prevotella sp. ICM33	3	Tongue_dorsum	Tongue_dorsum	#ff0000	28.0	37.0	#e4cf74	#ff7b40
4594	Prevotella sp. MSX73	3	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
4611	Prevotella baroniae	1	Saliva	Throat	#7effb5	39.0	31.0	#ff160b	#e6cd73
4614	Prevotella sp. oral taxon 306	4	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
4618	Prevotella sp. P4-65	2	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
4640	Prevotella sp. P5-119	16	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
4664	Prevotella sp. P5-125	8	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
4669	Prevotella albensis	13	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
4675	Prevotella dentalis	11	Saliva	Stool	#7effb5	25.0	26.0	#beec8e	#acf59a
4677	Prevotella sp. P4-76	20	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
4678	Prevotella sp. P5-60	3	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
4704	Prevotella sp. S7-1-8	24	Attached	Attached	#4e4dfc	1.0	34.0	#7413ff	#ffa759
4705	Chlamydia trachomatis	10	Attached	Attached	#4e4dfc	1.0	34.0	#7413ff	#ffa759
4706	Prevotella stercorea	1	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
4726	Prevotella timonensis	20	Anterior_nares	Anterior_nares	#8000ff	5.0	32.0	#425ffa	#f2c26b
4730	Propionibacterium acidifaciens	23	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
4746	Propionibacterium acnes	22	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
4774	Propionibacterium avidum	7	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
4781	Corynebacterium sp. KPL1818	12	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
4792	Propionibacterium freudenreichii	3	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
4810	Propionibacterium humerusii	15	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
4834	Propionibacterium sp. HGH0353	8	Anterior_nares	Anterior_nares	#8000ff	26.0	12.0	#cbe486	#0ac0e8
4856	Propionibacterium sp. KPL1844	22	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
4882	Propionibacterium sp. oral taxon 192	3	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
4885	Leptotrichia sp. oral taxon 225	16	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
4886	Proteiniphilum acetatigenes	2	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
4890	Pseudoflavonifractor capillosus	6	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
4900	Pseudomonas aeruginosa	11	Throat	Throat	#ff5029	0.0	24.0	#8000ff	#96fca7
4938	Pseudomonas fragi	9	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
4960	Pseudomonas frederiksbergensis	10	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
5006	Pseudomonas libanensis	3	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
5054	Pseudomonas mandelii	1	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
5106	Pseudomonas orientalis	18	Mid_vagina	Mid_vagina	#18cde4	13.0	24.0	#24d8df	#96fca7
5120	Pseudomonas sp. 20_BN	20	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
5144	Pseudomonas sp. Ag1	6	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
5202	Pseudomonas sp. DSM 28140	5	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
5256	Pseudomonas sp. DSM 28142	16	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
5312	Pseudomonas sp. DSM 29164	21	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
5370	Pseudomonas sp. DSM 29167	17	Mid_vagina	Mid_vagina	#18cde4	13.0	24.0	#24d8df	#96fca7
5388	Pseudomonas sp. Eur1 9.41	19	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
5454	Pseudomonas sp. FH1	23	Mid_vagina	Throat	#18cde4	0.0	24.0	#8000ff	#96fca7
5518	Pseudomonas sp. L10.10	6	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
5542	Pseudomonas sp. NBRC 111132	21	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
5612	Pseudomonas sp. NBRC 111134	10	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
5682	Pseudomonas sp. Root9	13	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
5756	Pseudomonas stutzeri	1	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
5796	Pseudomonas synxantha	21	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
5872	Pseudomonas thermotolerans	26	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
5898	Pseudomonas tolaasii	10	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
5970	Pseudoramibacter alactolyticus	26	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
5980	Psychrobacter aquaticus	22	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6004	Psychrobacter arcticus	23	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6030	Psychrobacter cryohalolentis	20	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6058	Psychrobacter glacincola	21	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6088	Psychrobacter lutiphocae	22	Anterior_nares	Anterior_nares	#8000ff	5.0	32.0	#425ffa	#f2c26b
6104	Psychrobacter phenylpyruvicus	14	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6136	Psychrobacter piscatorii	15	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6170	Psychrobacter sp. 1501(2011)	5	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6204	Psychrobacter sp. ENNN9_III	4	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
6226	Psychrobacter sp. P11F6	1	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6266	Psychrobacter sp. P11G3	18	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6306	Psychrobacter sp. PAMC 21119	20	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6350	Psychrobacter sp. PRwf-1	2	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
6394	Rhodopseudomonas sp. AAP120	14	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
6468	Riemerella anatipestifer	12	Buccal_mucosa	Buccal_mucosa	#1996f3	24.0	0.0	#b2f396	#8000ff
6494	Rikenella microfusus	15	Stool	Stool	#b2f396	32.0	2.0	#ff964f	#6a22fe
6499	Alistipes senegalensis	22	Stool	Stool	#b2f396	32.0	2.0	#ff964f	#6a22fe
6502	Risungbinella massiliensis	2	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
6540	Roseburia hominis	15	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
6546	Ruminococcaceae bacterium 585-1	1	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
6600	Ruminococcaceae bacterium 668	3	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
6662	Ruminococcaceae bacterium AM2	1	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
6672	Ruminococcaceae bacterium cv2	2	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
6728	Ruminococcaceae bacterium D16	2	Stool	Stool	#b2f396	40.0	2.0	#ff0000	#6a22fe
6740	Ruminococcaceae bacterium GD6	4	Stool	Stool	#b2f396	40.0	2.0	#ff0000	#6a22fe
6760	Ruminococcus albus	11	Stool	Stool	#b2f396	38.0	27.0	#ff2914	#b9ef92
6764	Ruminococcus callidus	22	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
6774	Ruminococcus champanellensis	20	Stool	Stool	#b2f396	38.0	27.0	#ff2914	#b9ef92
6782	Ruminococcus faecis	1	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
6796	Ruminococcus flavefaciens	6	Stool	Stool	#b2f396	38.0	27.0	#ff2914	#b9ef92
6804	Ruminococcus lactaris	3	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
6806	Ruminococcus sp. 5_1_39BFAA	2	Stool	Anterior_nares	#b2f396	26.0	12.0	#cbe486	#0ac0e8
6810	Ruminococcus sp. AT10	7	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
6868	Ruminococcus sp. FC2018	13	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
6894	Ruminococcus sp. HUN007	27	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
6906	Ruminococcus sp. JC304	4	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
6922	Ruminococcus sp. NK3A76	6	Stool	Stool	#b2f396	38.0	27.0	#ff2914	#b9ef92
6938	Salmonella enterica	5	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
6942	Sanguibacter keddieii	1	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
6952	Sanguibacteroides justesenii	12	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
6984	Scardovia wiggsiae	2	Supragingival_plaque	Supragingival_plaque	#ff964f	9.0	20.0	#0ea5ef	#66fcc2
6985	Actinomyces sp. oral taxon 849	10	Supragingival_plaque	Supragingival_plaque	#ff964f	9.0	20.0	#0ea5ef	#66fcc2
6987	Prevotella sp. oral taxon 472	2	Supragingival_plaque	Supragingival_plaque	#ff964f	9.0	20.0	#0ea5ef	#66fcc2
6988	Selenomonas artemidis	7	Subgingival_plaque	Subgingival_plaque	#e4cf74	33.0	10.0	#ff8646	#0ea5ef
6994	Selenomonas flueggei	2	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
6996	Selenomonas noxia	1	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
6998	Selenomonas sp. FOBRC9	2	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
7002	Selenomonas sp. oral taxon 137	1	Supragingival_plaque	Saliva	#ff964f	33.0	10.0	#ff8646	#0ea5ef
7016	Selenomonas sp. oral taxon 138	3	Attached	Attached	#4e4dfc	5.0	41.0	#425ffa	#ff381c
7017	Selenomonas infelix	1	Attached	Attached	#4e4dfc	5.0	41.0	#425ffa	#ff381c
7019	Selenomonas sp. FOBRC6	2	Attached	Attached	#4e4dfc	5.0	41.0	#425ffa	#ff381c
7020	Selenomonas sp. oral taxon 149	1	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
7024	Selenomonas sp. oral taxon 478	1	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
7030	Selenomonas sp. oral taxon 892	1	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
7038	Senegalimassilia anaerobia	4	Stool	Stool	#b2f396	32.0	11.0	#ff964f	#01b3ec
7060	Serratia grimesii	3	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
7106	Serratia liquefaciens	2	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
7154	Serratia marcescens	4	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
7204	Serratia plymuthica	2	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
7256	Serratia proteamaculans	2	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
7310	Serratia sp. S4	3	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
7366	Shuttleworthia sp. MSX8B	1	Subgingival_plaque	Anterior_nares	#e4cf74	36.0	23.0	#ff5029	#8bfeae
7400	Simonsiella muelleri	2	Attached	Attached	#4e4dfc	3.0	15.0	#5a3bfd	#2ddedc
7416	Sinorhizobium sp. GL28	1	Stool	Stool	#b2f396	25.0	26.0	#beec8e	#acf59a
7442	Slackia exigua	1	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
7466	Slackia piriformis	1	Stool	Stool	#b2f396	14.0	27.0	#32e3da	#b9ef92
7496	Slackia sp. CM382	1	Throat	Throat	#ff5029	39.0	31.0	#ff160b	#e6cd73
7522	Sneathia amnii	1	Posterior_fornix	Posterior_fornix	#4df3ce	31.0	17.0	#ffa759	#44eed2
7544	Sphingobacterium sp. IITKGP-BTPF85	1	Anterior_nares	Anterior_nares	#8000ff	26.0	12.0	#cbe486	#0ac0e8
7572	Sphingobium yanoikuyae	1	Mid_vagina	Anterior_nares	#18cde4	11.0	6.0	#0dc2e8	#3c68f9
7599	Pseudomonas fluorescens	15	Mid_vagina	Mid_vagina	#18cde4	11.0	6.0	#0dc2e8	#3c68f9
7602	Sphingomonas sanxanigenens	1	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
7678	Sphingomonas sp. Ag1	1	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
7720	Sphingomonas sp. MEA3-1	3	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
7798	Sphingopyxis fribergensis	2	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
7878	Sphingopyxis macrogoltabida	2	Mid_vagina	Throat	#18cde4	17.0	24.0	#58f8c9	#96fca7
7966	Sphingopyxis sp. H115	2	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
8050	Sphingopyxis sp. LC363	1	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
8136	Sphingopyxis sp. LC81	1	Mid_vagina	Mid_vagina	#18cde4	19.0	42.0	#72febb	#ff2613
8137	Sphingopyxis sp. H050	1	Mid_vagina	Mid_vagina	#18cde4	19.0	42.0	#72febb	#ff2613
8138	Sphingopyxis sp. Root1497	3	Mid_vagina	Mid_vagina	#18cde4	19.0	42.0	#72febb	#ff2613
8142	Staphylococcus aureus	6	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
8176	Staphylococcus auricularis	1	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
8190	Staphylococcus capitis	18	Anterior_nares	Anterior_nares	#8000ff	15.0	30.0	#3febd5	#dbd87b
8196	Staphylococcus epidermidis	15	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
8200	Staphylococcus haemolyticus	17	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
8246	Stenotrophomonas maltophilia	20	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
8278	Stomatobaculum longum	35	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
8286	Streptobacillus moniliformis	35	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
8326	Streptococcus australis	12	Tongue_dorsum	Throat	#ff0000	27.0	19.0	#d9da7d	#5df9c7
8327	Neisseria subflava	1	Throat	Tongue_dorsum	#ff5029	27.0	19.0	#d9da7d	#5df9c7
8328	Streptococcus dentisani	11	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
8364	Streptococcus equi	15	Anterior_nares	Anterior_nares	#8000ff	26.0	12.0	#cbe486	#0ac0e8
8394	Streptococcus equinus	1	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
8422	Streptococcus intermedius	19	Anterior_nares	Anterior_nares	#8000ff	19.0	14.0	#72febb	#22d6e0
8438	Streptococcus macedonicus	13	Anterior_nares	Attached	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
8478	Streptococcus massiliensis	10	Supragingival_plaque	Supragingival_plaque	#ff964f	33.0	10.0	#ff8646	#0ea5ef
8490	Streptococcus mutans	13	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	13.0	#4df3ce	#17cbe4
8520	Streptococcus oligofermentans	16	Attached	Attached	#4e4dfc	31.0	43.0	#ffa759	#ff1309
8521	Streptococcus cristatus	11	Attached	Attached	#4e4dfc	31.0	43.0	#ffa759	#ff1309
8522	Streptococcus oralis	17	Attached	Attached	#4e4dfc	3.0	0.0	#5a3bfd	#8000ff
8530	Streptococcus peroris	2	Tongue_dorsum	Tongue_dorsum	#ff0000	12.0	19.0	#18cde4	#5df9c7
8531	Streptococcus infantis	10	Tongue_dorsum	Tongue_dorsum	#ff0000	12.0	19.0	#18cde4	#5df9c7
8532	Streptococcus sinensis	15	Buccal_mucosa	Supragingival_plaque	#1996f3	33.0	10.0	#ff8646	#0ea5ef
8536	Streptococcus sobrinus	2	Buccal_mucosa	Buccal_mucosa	#1996f3	24.0	0.0	#b2f396	#8000ff
8570	Streptococcus sp. 1171_SSPC	4	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
8576	Streptococcus sp. 263_SSPC	13	Tongue_dorsum	Tongue_dorsum	#ff0000	12.0	19.0	#18cde4	#5df9c7
8578	Streptococcus sp. 343_SSPC	15	Buccal_mucosa	Buccal_mucosa	#1996f3	27.0	19.0	#d9da7d	#5df9c7
8579	Streptococcus agalactiae	14	Buccal_mucosa	Buccal_mucosa	#1996f3	27.0	19.0	#d9da7d	#5df9c7
8580	Streptococcus sp. 400_SSPC	16	Buccal_mucosa	Throat	#1996f3	27.0	19.0	#d9da7d	#5df9c7
8590	Streptococcus sp. 449_SSPC	21	Tongue_dorsum	Tongue_dorsum	#ff0000	12.0	19.0	#18cde4	#5df9c7
8592	Streptococcus sp. ACS2	16	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
8630	Streptococcus sp. AS20	3	Buccal_mucosa	Buccal_mucosa	#1996f3	33.0	44.0	#ff8646	#ff0000
8631	Streptococcus pyogenes	4	Buccal_mucosa	Buccal_mucosa	#1996f3	33.0	44.0	#ff8646	#ff0000
8632	Streptococcus sp. C150	12	Buccal_mucosa	Buccal_mucosa	#1996f3	8.0	39.0	#1996f3	#ff592d
8636	Streptococcus sp. CCH8-C6	6	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	38.0	#4df3ce	#ff6b37
8644	Streptococcus sp. F0442	15	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
8656	Streptococcus sp. HPH0090	9	Tongue_dorsum	Tongue_dorsum	#ff0000	12.0	18.0	#18cde4	#50f4cc
8664	Streptococcus sp. I-G2	16	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
8665	Mycoplasma ovipneumoniae	23	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
8670	Streptococcus sp. I-P16	17	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
8676	Streptococcus sp. M143	2	Attached	Attached	#4e4dfc	3.0	15.0	#5a3bfd	#2ddedc
8698	Streptococcus sp. oral taxon 071	1	Buccal_mucosa	Buccal_mucosa	#1996f3	3.0	0.0	#5a3bfd	#8000ff
8732	Streptococcus sp. oral taxon 431	1	Tongue_dorsum	Tongue_dorsum	#ff0000	12.0	19.0	#18cde4	#5df9c7
8738	Streptococcus sp. SK140	1	Saliva	Tongue_dorsum	#7effb5	12.0	19.0	#18cde4	#5df9c7
8739	Carnobacterium maltaromaticum	25	Tongue_dorsum	Saliva	#ff0000	12.0	19.0	#18cde4	#5df9c7
8748	Streptococcus sp. SK643	1	Attached	Buccal_mucosa	#4e4dfc	3.0	0.0	#5a3bfd	#8000ff
8762	Streptococcus sp. SR1	1	Attached	Buccal_mucosa	#4e4dfc	33.0	44.0	#ff8646	#ff0000
8766	Streptococcus sp. SR4	2	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
8767	Gemella sanguinis	1	Tongue_dorsum	Tongue_dorsum	#ff0000	27.0	19.0	#d9da7d	#5df9c7
8774	Streptococcus sp. VT 162	7	Throat	Buccal_mucosa	#ff5029	8.0	39.0	#1996f3	#ff592d
8780	Streptococcus sp. X13SY08	2	Attached	Attached	#4e4dfc	3.0	15.0	#5a3bfd	#2ddedc
8806	Streptococcus suis	1	Buccal_mucosa	Anterior_nares	#1996f3	26.0	12.0	#cbe486	#0ac0e8
8820	Streptococcus thermophilus	2	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
