	source	Unnamed: 0	source.1	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color	tst_samp_bins_ivp	tst_samp_bins_bdvp	tst_samp_bins_forced	tst_samp_bins_ivp_col	tst_samp_bins_bdvp_col	tst_samp_bins_forced_col
710	Paracoccus	710	Paracoccus	Klebsiella	1.0	1	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	9.0	#386df9	#ff5029	14.0	5.0	8.0	#d1493f	#c12b30	#f2c9b4
711	Klebsiella	711	Klebsiella	Paracoccus	1.0	1	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	9.0	#386df9	#ff5029	54.0	9.0	22.0	#f7aa8c	#3b4cc0	#3b4cc0
712	Parasutterella	712	Parasutterella	Acetivibrio	4.0	1	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	18.0	9.0	22.0	#d75445	#3b4cc0	#3b4cc0
713	Acetivibrio	713	Acetivibrio	Parasutterella	4.0	13	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	163.0	9.0	22.0	#6282ea	#3b4cc0	#3b4cc0
714	Parasutterella	714	Parasutterella	Akkermansia	4.0	1	31	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	18.0	9.0	22.0	#d75445	#3b4cc0	#3b4cc0
715	Akkermansia	715	Akkermansia	Parasutterella	4.0	21	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	117.0	9.0	22.0	#b6cefa	#3b4cc0	#3b4cc0
716	Parasutterella	716	Parasutterella	Anaerostipes	3.0	1	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	18.0	9.0	22.0	#d75445	#3b4cc0	#3b4cc0
717	Anaerostipes	717	Anaerostipes	Parasutterella	3.0	10	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	47.0	9.0	22.0	#f59d7e	#3b4cc0	#3b4cc0
718	Parasutterella	718	Parasutterella	Coprobacillus	4.0	1	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	18.0	9.0	22.0	#d75445	#3b4cc0	#3b4cc0
719	Coprobacillus	719	Coprobacillus	Parasutterella	4.0	10	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	26.0	9.0	22.0	#e36b54	#3b4cc0	#3b4cc0
720	Parasutterella	720	Parasutterella	Flavonifractor	5.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	18.0	9.0	22.0	#d75445	#3b4cc0	#3b4cc0
721	Flavonifractor	721	Flavonifractor	Parasutterella	5.0	15	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
722	Parasutterella	722	Parasutterella	Holdemania	4.0	1	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	18.0	9.0	22.0	#d75445	#3b4cc0	#3b4cc0
723	Holdemania	723	Holdemania	Parasutterella	4.0	12	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	79.0	9.0	22.0	#edd1c2	#3b4cc0	#3b4cc0
724	Parvimonas	724	Parvimonas	Abiotrophia	3.0	21	29	Throat	Buccal_mucosa	Intertype	#ff5029	#1996f3	#cccccc	61	7.0	0.0	#7effb5	#8000ff	39.0	9.0	22.0	#f08b6e	#3b4cc0	#3b4cc0
725	Abiotrophia	725	Abiotrophia	Parvimonas	3.0	29	20	Buccal_mucosa	Throat	Intertype	#1996f3	#ff5029	#cccccc	61	7.0	0.0	#7effb5	#8000ff	153.0	9.0	22.0	#7597f6	#3b4cc0	#3b4cc0
726	Parvimonas	726	Parvimonas	Filifactor	2.0	21	2	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	7.0	0.0	#7effb5	#8000ff	39.0	9.0	22.0	#f08b6e	#3b4cc0	#3b4cc0
727	Filifactor	727	Filifactor	Parvimonas	2.0	11	20	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	2.0	0.0	#386df9	#8000ff	165.0	9.0	22.0	#5e7de7	#3b4cc0	#3b4cc0
728	Parvimonas	728	Parvimonas	Mogibacterium	3.0	21	5	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	7.0	0.0	#7effb5	#8000ff	39.0	9.0	22.0	#f08b6e	#3b4cc0	#3b4cc0
729	Mogibacterium	729	Mogibacterium	Parvimonas	3.0	9	20	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	7.0	0.0	#7effb5	#8000ff	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
730	Parvimonas	730	Parvimonas	Olsenella	3.0	21	1	Throat	Subgingival_plaque	Intertype	#ff5029	#e4cf74	#cccccc	61	7.0	0.0	#7effb5	#8000ff	39.0	9.0	22.0	#f08b6e	#3b4cc0	#3b4cc0
731	Olsenella	731	Olsenella	Parvimonas	3.0	8	20	Subgingival_plaque	Throat	Intertype	#e4cf74	#ff5029	#cccccc	61	2.0	0.0	#386df9	#8000ff	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
732	Pasteurella	732	Pasteurella	Alloprevotella	4.0	8	1	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	7.0	7.0	#7effb5	#e4cf74	139.0	9.0	22.0	#8fb1fe	#3b4cc0	#3b4cc0
733	Alloprevotella	733	Alloprevotella	Pasteurella	4.0	32	15	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	69.0	9.0	22.0	#f5c4ac	#3b4cc0	#3b4cc0
734	Pasteurella	734	Pasteurella	Atopobium	3.0	8	1	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	61	7.0	7.0	#7effb5	#e4cf74	139.0	9.0	22.0	#8fb1fe	#3b4cc0	#3b4cc0
735	Atopobium	735	Atopobium	Pasteurella	3.0	24	15	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	61	2.0	0.0	#386df9	#8000ff	29.0	9.0	22.0	#e67259	#3b4cc0	#3b4cc0
736	Pasteurella	736	Pasteurella	Basfia	2.0	8	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74	139.0	9.0	22.0	#8fb1fe	#3b4cc0	#3b4cc0
737	Basfia	737	Basfia	Pasteurella	2.0	2	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	106.0	9.0	22.0	#c9d7f0	#3b4cc0	#3b4cc0
738	Pasteurella	738	Pasteurella	Dehalobacter	2.0	8	4	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74	139.0	9.0	22.0	#8fb1fe	#3b4cc0	#3b4cc0
739	Dehalobacter	739	Dehalobacter	Pasteurella	2.0	2	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	124.0	9.0	22.0	#aac7fd	#3b4cc0	#3b4cc0
740	Pasteurella	740	Pasteurella	Echinicola	2.0	8	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74	139.0	9.0	22.0	#8fb1fe	#3b4cc0	#3b4cc0
741	Echinicola	741	Echinicola	Pasteurella	2.0	2	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	63.0	9.0	22.0	#f7ba9f	#3b4cc0	#3b4cc0
742	Pasteurella	742	Pasteurella	Gallibacterium	4.0	8	1	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	7.0	7.0	#7effb5	#e4cf74	139.0	9.0	22.0	#8fb1fe	#3b4cc0	#3b4cc0
743	Gallibacterium	743	Gallibacterium	Pasteurella	4.0	5	15	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	2.0	7.0	#386df9	#e4cf74	17.0	9.0	22.0	#d65244	#3b4cc0	#3b4cc0
744	Pasteurella	744	Pasteurella	Mangrovimonas	2.0	8	16	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74	139.0	9.0	22.0	#8fb1fe	#3b4cc0	#3b4cc0
745	Mangrovimonas	745	Mangrovimonas	Pasteurella	2.0	2	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	86.0	9.0	22.0	#e5d8d1	#3b4cc0	#3b4cc0
746	Pasteurella	746	Pasteurella	Mannheimia	5.0	8	32	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74	139.0	9.0	22.0	#8fb1fe	#3b4cc0	#3b4cc0
747	Mannheimia	747	Mannheimia	Pasteurella	5.0	10	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	8.0	7.0	#a2f9a0	#e4cf74	99.0	9.0	22.0	#d4dbe6	#3b4cc0	#3b4cc0
748	Pasteurella	748	Pasteurella	Mycoplasma	5.0	8	2	Buccal_mucosa	Subgingival_plaque	Intertype	#1996f3	#e4cf74	#cccccc	61	7.0	7.0	#7effb5	#e4cf74	139.0	9.0	22.0	#8fb1fe	#3b4cc0	#3b4cc0
749	Mycoplasma	749	Mycoplasma	Pasteurella	5.0	12	15	Subgingival_plaque	Buccal_mucosa	Intertype	#e4cf74	#1996f3	#cccccc	61	7.0	7.0	#7effb5	#e4cf74	91.0	9.0	22.0	#dfdbd9	#3b4cc0	#3b4cc0
750	Pectobacterium	750	Pectobacterium	Leuconostoc	1.0	34	17	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	3.0	9.0	#149df1	#ff5029	121.0	9.0	22.0	#afcafc	#3b4cc0	#3b4cc0
751	Leuconostoc	751	Leuconostoc	Pectobacterium	1.0	3	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	3.0	9.0	#149df1	#ff5029	5.0	9.0	22.0	#c12b30	#3b4cc0	#3b4cc0
752	Peptoclostridium	752	Peptoclostridium	Acetivibrio	8.0	14	13	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
753	Acetivibrio	753	Acetivibrio	Peptoclostridium	8.0	13	25	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	163.0	9.0	22.0	#6282ea	#3b4cc0	#3b4cc0
754	Peptoclostridium	754	Peptoclostridium	Actinobaculum	5.0	14	10	Stool	Supragingival_plaque	Intertype	#b2f396	#ff964f	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
755	Actinobaculum	755	Actinobaculum	Peptoclostridium	5.0	25	25	Supragingival_plaque	Stool	Intertype	#ff964f	#b2f396	#cccccc	61	2.0	0.0	#386df9	#8000ff	71.0	9.0	22.0	#f3c7b1	#3b4cc0	#3b4cc0
756	Peptoclostridium	756	Peptoclostridium	Blautia	10.0	14	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
757	Blautia	757	Blautia	Peptoclostridium	10.0	19	25	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	164.0	9.0	22.0	#6180e9	#3b4cc0	#3b4cc0
758	Peptoclostridium	758	Peptoclostridium	Catonella	6.0	14	7	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
759	Catonella	759	Catonella	Peptoclostridium	6.0	25	25	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	61	7.0	0.0	#7effb5	#8000ff	16.0	9.0	22.0	#d55042	#3b4cc0	#3b4cc0
760	Peptoclostridium	760	Peptoclostridium	Coprococcus	6.0	14	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
761	Coprococcus	761	Coprococcus	Peptoclostridium	6.0	18	25	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
762	Peptoclostridium	762	Peptoclostridium	Dorea	4.0	14	42	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
763	Dorea	763	Dorea	Peptoclostridium	4.0	17	25	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	185.0	9.0	22.0	#3d50c3	#3b4cc0	#3b4cc0
764	Peptoclostridium	764	Peptoclostridium	Eubacterium	7.0	14	2	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
765	Eubacterium	765	Eubacterium	Peptoclostridium	7.0	41	25	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	116.0	9.0	22.0	#b9d0f9	#3b4cc0	#3b4cc0
766	Peptoclostridium	766	Peptoclostridium	Faecalibacterium	5.0	14	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
767	Faecalibacterium	767	Faecalibacterium	Peptoclostridium	5.0	29	25	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	2.0	1.0	#386df9	#4e4dfc	186.0	9.0	22.0	#3c4ec2	#3b4cc0	#3b4cc0
768	Peptoclostridium	768	Peptoclostridium	Gordonibacter	4.0	14	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
769	Gordonibacter	769	Gordonibacter	Peptoclostridium	4.0	6	25	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	115.0	9.0	22.0	#bad0f8	#3b4cc0	#3b4cc0
770	Peptoclostridium	770	Peptoclostridium	Parasutterella	5.0	14	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	28.0	9.0	22.0	#e57058	#3b4cc0	#3b4cc0
771	Parasutterella	771	Parasutterella	Peptoclostridium	5.0	11	25	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	18.0	9.0	22.0	#d75445	#3b4cc0	#3b4cc0
772	Peptoniphilus	772	Peptoniphilus	Finegoldia	1.0	5	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	9.0	#386df9	#ff5029	83.0	-1.0	-1.0	#ead5c9	#b40426	#b40426
773	Finegoldia	773	Finegoldia	Peptoniphilus	1.0	14	30	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	6.0	9.0	#5af8c8	#ff5029	16.0	-1.0	-1.0	#d55042	#b40426	#b40426
774	Peptoniphilus	774	Peptoniphilus	Paracoccus	1.0	5	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	9.0	#386df9	#ff5029	83.0	-1.0	-1.0	#ead5c9	#b40426	#b40426
775	Paracoccus	775	Paracoccus	Peptoniphilus	1.0	7	30	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	9.0	#386df9	#ff5029	14.0	5.0	8.0	#d1493f	#c12b30	#f2c9b4
776	Peptostreptococcus	776	Peptostreptococcus	Alloprevotella	2.0	2	1	Throat	Attached	Intertype	#ff5029	#4e4dfc	#cccccc	61	7.0	0.0	#7effb5	#8000ff	40.0	9.0	22.0	#f18d6f	#3b4cc0	#3b4cc0
777	Alloprevotella	777	Alloprevotella	Peptostreptococcus	2.0	32	24	Attached	Throat	Intertype	#4e4dfc	#ff5029	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	69.0	9.0	22.0	#f5c4ac	#3b4cc0	#3b4cc0
778	Peptostreptococcus	778	Peptostreptococcus	Bulleidia	1.0	2	4	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	7.0	0.0	#7effb5	#8000ff	40.0	9.0	22.0	#f18d6f	#3b4cc0	#3b4cc0
779	Bulleidia	779	Bulleidia	Peptostreptococcus	1.0	6	24	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	2.0	0.0	#386df9	#8000ff	85.0	9.0	22.0	#e7d7ce	#3b4cc0	#3b4cc0
780	Peptostreptococcus	780	Peptostreptococcus	Parvimonas	3.0	2	21	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	7.0	0.0	#7effb5	#8000ff	40.0	9.0	22.0	#f18d6f	#3b4cc0	#3b4cc0
781	Parvimonas	781	Parvimonas	Peptostreptococcus	3.0	20	24	Throat	Throat	Throat	#ff5029	#ff5029	#ff5029	61	7.0	0.0	#7effb5	#8000ff	39.0	9.0	22.0	#f08b6e	#3b4cc0	#3b4cc0
782	Phascolarctobacterium	782	Phascolarctobacterium	Anaerostipes	3.0	28	9	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
783	Anaerostipes	783	Anaerostipes	Phascolarctobacterium	3.0	10	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	47.0	9.0	22.0	#f59d7e	#3b4cc0	#3b4cc0
784	Phascolarctobacterium	784	Phascolarctobacterium	Coprobacillus	3.0	28	11	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
785	Coprobacillus	785	Coprobacillus	Phascolarctobacterium	3.0	10	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	26.0	9.0	22.0	#e36b54	#3b4cc0	#3b4cc0
786	Phascolarctobacterium	786	Phascolarctobacterium	Coprobacter	2.0	28	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
787	Coprobacter	787	Coprobacter	Phascolarctobacterium	2.0	5	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	16.0	9.0	22.0	#d55042	#3b4cc0	#3b4cc0
788	Phascolarctobacterium	788	Phascolarctobacterium	Coprococcus	3.0	28	2	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
789	Coprococcus	789	Coprococcus	Phascolarctobacterium	3.0	18	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	174.0	9.0	22.0	#4f69d9	#3b4cc0	#3b4cc0
790	Phascolarctobacterium	790	Phascolarctobacterium	Erysipelatoclostridium	3.0	28	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
791	Erysipelatoclostridium	791	Erysipelatoclostridium	Phascolarctobacterium	3.0	10	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	105.0	9.0	22.0	#cbd8ee	#3b4cc0	#3b4cc0
792	Phascolarctobacterium	792	Phascolarctobacterium	Eubacterium	3.0	28	2	Stool	Subgingival_plaque	Intertype	#b2f396	#e4cf74	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
793	Eubacterium	793	Eubacterium	Phascolarctobacterium	3.0	41	6	Subgingival_plaque	Stool	Intertype	#e4cf74	#b2f396	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	116.0	9.0	22.0	#b9d0f9	#3b4cc0	#3b4cc0
794	Phascolarctobacterium	794	Phascolarctobacterium	Flavonifractor	3.0	28	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
795	Flavonifractor	795	Flavonifractor	Phascolarctobacterium	3.0	15	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
796	Phascolarctobacterium	796	Phascolarctobacterium	Holdemania	4.0	28	1	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
797	Holdemania	797	Holdemania	Phascolarctobacterium	4.0	12	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	79.0	9.0	22.0	#edd1c2	#3b4cc0	#3b4cc0
798	Phascolarctobacterium	798	Phascolarctobacterium	Oscillibacter	3.0	28	10	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
799	Oscillibacter	799	Oscillibacter	Phascolarctobacterium	3.0	17	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	66.0	9.0	22.0	#f6bfa6	#3b4cc0	#3b4cc0
800	Phascolarctobacterium	800	Phascolarctobacterium	Parabacteroides	3.0	28	3	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	37.0	9.0	22.0	#ee8669	#3b4cc0	#3b4cc0
801	Parabacteroides	801	Parabacteroides	Phascolarctobacterium	3.0	28	6	Stool	Stool	Stool	#b2f396	#b2f396	#b2f396	61	0.0	1.0	#8000ff	#4e4dfc	45.0	8.0	14.0	#f4987a	#c73635	#aec9fc
802	Photobacterium	802	Photobacterium	Bacillus	1.0	7	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	36.0	9.0	22.0	#ee8468	#3b4cc0	#3b4cc0
803	Bacillus	803	Bacillus	Photobacterium	1.0	17	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	48.0	8.0	6.0	#f59f80	#c73635	#f7af91
804	Photobacterium	804	Photobacterium	Mycobacterium	1.0	7	1	Anterior_nares	Mid_vagina	Intertype	#8000ff	#18cde4	#cccccc	61	4.0	4.0	#10c6e6	#4df3ce	36.0	9.0	22.0	#ee8468	#3b4cc0	#3b4cc0
805	Mycobacterium	805	Mycobacterium	Photobacterium	1.0	10	1	Mid_vagina	Anterior_nares	Intertype	#18cde4	#8000ff	#cccccc	61	4.0	4.0	#10c6e6	#4df3ce	127.0	-1.0	-1.0	#a5c3fe	#b40426	#b40426
806	Porphyrobacter	806	Porphyrobacter	Capnocytophaga	3.0	29	37	Buccal_mucosa	Supragingival_plaque	Intertype	#1996f3	#ff964f	#cccccc	61	8.0	7.0	#a2f9a0	#e4cf74	110.0	9.0	22.0	#c3d5f4	#3b4cc0	#3b4cc0
807	Capnocytophaga	807	Capnocytophaga	Porphyrobacter	3.0	34	13	Supragingival_plaque	Buccal_mucosa	Intertype	#ff964f	#1996f3	#cccccc	61	8.0	7.0	#a2f9a0	#e4cf74	12.0	9.0	22.0	#cd423b	#3b4cc0	#3b4cc0
808	Porphyrobacter	808	Porphyrobacter	Mannheimia	4.0	29	32	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	8.0	7.0	#a2f9a0	#e4cf74	110.0	9.0	22.0	#c3d5f4	#3b4cc0	#3b4cc0
809	Mannheimia	809	Mannheimia	Porphyrobacter	4.0	10	13	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	8.0	7.0	#a2f9a0	#e4cf74	99.0	9.0	22.0	#d4dbe6	#3b4cc0	#3b4cc0
810	Porphyromonas	810	Porphyromonas	Capnocytophaga	5.0	11	37	Tongue_dorsum	Supragingival_plaque	Intertype	#ff0000	#ff964f	#cccccc	61	7.0	7.0	#7effb5	#e4cf74	154.0	-1.0	-1.0	#7295f4	#b40426	#b40426
811	Capnocytophaga	811	Capnocytophaga	Porphyromonas	5.0	34	43	Supragingival_plaque	Tongue_dorsum	Intertype	#ff964f	#ff0000	#cccccc	61	8.0	7.0	#a2f9a0	#e4cf74	12.0	9.0	22.0	#cd423b	#3b4cc0	#3b4cc0
812	Porphyromonas	812	Porphyromonas	Cardiobacterium	6.0	11	34	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	61	7.0	7.0	#7effb5	#e4cf74	154.0	-1.0	-1.0	#7295f4	#b40426	#b40426
813	Cardiobacterium	813	Cardiobacterium	Porphyromonas	6.0	20	43	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	61	2.0	7.0	#386df9	#e4cf74	146.0	9.0	22.0	#81a4fb	#3b4cc0	#3b4cc0
814	Porphyromonas	814	Porphyromonas	Centipeda	6.0	11	25	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	61	7.0	7.0	#7effb5	#e4cf74	154.0	-1.0	-1.0	#7295f4	#b40426	#b40426
815	Centipeda	815	Centipeda	Porphyromonas	6.0	16	43	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	61	7.0	0.0	#7effb5	#8000ff	21.0	9.0	22.0	#dc5d4a	#3b4cc0	#3b4cc0
