	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	source	Unnamed: 0.1.1.1.1.1.1	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color	sp_samp_ivp	sp_samp_bdvp	sp_samp_forced	sp_samp_ivp_col	sp_samp_bdvp_col	sp_samp_forced_col	sp_samp_sample	sp_samp_sample_col	sp_sampivp_eq	sp_samp_ivp_transient	sp_samp_bdvp_eq	sp_samp_forced_eq	sp_sampivp_eq_col	sp_samp_ivp_transient_col	sp_samp_bdvp_eq_col	sp_samp_forced_eq_col
5109	5109	5109	5109	5109	5109	5109	5109	5109	Peptoniphilus sp. BV3AC2	5109	Pseudomonas sp. DSM 28142	0.973485599763	3	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5110	5110	5110	5110	5110	5110	5110	5110	5110	Pseudomonas sp. DSM 28142	5110	Porphyromonas bennonis	0.944381993158	1	2	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5111	5111	5111	5111	5111	5111	5111	5111	5111	Porphyromonas bennonis	5111	Pseudomonas sp. DSM 28142	0.944381993158	4	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	171.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071156	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5112	5112	5112	5112	5112	5112	5112	5112	5112	Pseudomonas sp. DSM 28142	5112	Pseudomonas frederiksbergensis	1.0	1	12	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5113	5113	5113	5113	5113	5113	5113	5113	5113	Pseudomonas frederiksbergensis	5113	Pseudomonas sp. DSM 28142	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	163.0	14.0	63.0	#f6bfa6	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.222492	0.0	-1443923658337.1135	#4055c8	#f7bca1	#b40426	#b40426
5114	5114	5114	5114	5114	5114	5114	5114	5114	Pseudomonas sp. DSM 28142	5114	Pseudomonas libanensis	1.0	1	23	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5115	5115	5115	5115	5115	5115	5115	5115	5115	Pseudomonas libanensis	5115	Pseudomonas sp. DSM 28142	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	182.0	14.0	63.0	#f2cbb7	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071186	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5116	5116	5116	5116	5116	5116	5116	5116	5116	Pseudomonas sp. DSM 28142	5116	Pseudomonas mandelii	0.942842332274	1	2	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5117	5117	5117	5117	5117	5117	5117	5117	5117	Pseudomonas mandelii	5117	Pseudomonas sp. DSM 28142	0.942842332274	3	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	177.0	14.0	63.0	#f3c8b2	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071164	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5118	5118	5118	5118	5118	5118	5118	5118	5118	Pseudomonas sp. DSM 28142	5118	Pseudomonas sp. Ag1	0.929588214569	1	1	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5119	5119	5119	5119	5119	5119	5119	5119	5119	Pseudomonas sp. Ag1	5119	Pseudomonas sp. DSM 28142	0.929588214569	3	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	187.0	14.0	63.0	#f1cdba	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071417	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5120	5120	5120	5120	5120	5120	5120	5120	5120	Pseudomonas sp. DSM 28142	5120	Pseudomonas sp. DSM 28140	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5121	5121	5121	5121	5121	5121	5121	5121	5121	Pseudomonas sp. DSM 28140	5121	Pseudomonas sp. DSM 28142	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5122	5122	5122	5122	5122	5122	5122	5122	5122	Pseudomonas sp. DSM 29164	5122	Afipia broomeae	0.948165574861	2	11	Posterior_fornix	Throat	Intertype	#4df3ce	#ff5029	#cccccc	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5123	5123	5123	5123	5123	5123	5123	5123	5123	Afipia broomeae	5123	Pseudomonas sp. DSM 29164	0.948165574861	2	1	Throat	Posterior_fornix	Intertype	#ff5029	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	167.0	14.0	63.0	#f5c1a9	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.21496500000000002	0.0	-1443923658337.1135	#4055c8	#f6bfa6	#b40426	#b40426
5124	5124	5124	5124	5124	5124	5124	5124	5124	Pseudomonas sp. DSM 29164	5124	Anaerococcus prevotii	0.8929465849670001	2	21	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5125	5125	5125	5125	5125	5125	5125	5125	5125	Anaerococcus prevotii	5125	Pseudomonas sp. DSM 29164	0.8929465849670001	2	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	165.0	14.0	63.0	#f5c0a7	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.222152	0.0	-1443923658337.1135	#4055c8	#f6bda2	#b40426	#b40426
5126	5126	5126	5126	5126	5126	5126	5126	5126	Pseudomonas sp. DSM 29164	5126	Clostridiales bacterium S5-A14a	1.0	2	2	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5127	5127	5127	5127	5127	5127	5127	5127	5127	Clostridiales bacterium S5-A14a	5127	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5128	5128	5128	5128	5128	5128	5128	5128	5128	Pseudomonas sp. DSM 29164	5128	Clostridium colicanis	1.0	2	2	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5129	5129	5129	5129	5129	5129	5129	5129	5129	Clostridium colicanis	5129	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	168.0	14.0	63.0	#f5c2aa	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.06667999999999999	0.0	-1443923658337.1135	#4055c8	#cdd9ec	#b40426	#b40426
5130	5130	5130	5130	5130	5130	5130	5130	5130	Pseudomonas sp. DSM 29164	5130	Clostridium sp. ND2	0.98581189538	2	11	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5131	5131	5131	5131	5131	5131	5131	5131	5131	Clostridium sp. ND2	5131	Pseudomonas sp. DSM 29164	0.98581189538	2	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
5132	5132	5132	5132	5132	5132	5132	5132	5132	Pseudomonas sp. DSM 29164	5132	Comamonas testosteroni	0.8929465849670001	2	1	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5133	5133	5133	5133	5133	5133	5133	5133	5133	Comamonas testosteroni	5133	Pseudomonas sp. DSM 29164	0.8929465849670001	2	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	170.0	14.0	63.0	#f5c4ac	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071155	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5134	5134	5134	5134	5134	5134	5134	5134	5134	Pseudomonas sp. DSM 29164	5134	Coriobacteriaceae bacterium BV3Ac1	1.0	2	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5135	5135	5135	5135	5135	5135	5135	5135	5135	Coriobacteriaceae bacterium BV3Ac1	5135	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
5136	5136	5136	5136	5136	5136	5136	5136	5136	Pseudomonas sp. DSM 29164	5136	Enhydrobacter aerosaccus	0.992248103726	2	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5137	5137	5137	5137	5137	5137	5137	5137	5137	Enhydrobacter aerosaccus	5137	Pseudomonas sp. DSM 29164	0.992248103726	2	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5138	5138	5138	5138	5138	5138	5138	5138	5138	Pseudomonas sp. DSM 29164	5138	Exiguobacterium sp. S17	1.0	2	4	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5139	5139	5139	5139	5139	5139	5139	5139	5139	Exiguobacterium sp. S17	5139	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	166.0	14.0	63.0	#f5c1a9	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.217117	0.0	-1443923658337.1135	#4055c8	#f6bea4	#b40426	#b40426
5140	5140	5140	5140	5140	5140	5140	5140	5140	Pseudomonas sp. DSM 29164	5140	Fenollaria massiliensis	1.0	2	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5141	5141	5141	5141	5141	5141	5141	5141	5141	Fenollaria massiliensis	5141	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5142	5142	5142	5142	5142	5142	5142	5142	5142	Pseudomonas sp. DSM 29164	5142	Herbaspirillum huttiense	0.892339172371	2	1	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5143	5143	5143	5143	5143	5143	5143	5143	5143	Herbaspirillum huttiense	5143	Pseudomonas sp. DSM 29164	0.892339172371	3	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
5144	5144	5144	5144	5144	5144	5144	5144	5144	Pseudomonas sp. DSM 29164	5144	Herbaspirillum sp. B39	0.957439196406	2	2	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5145	5145	5145	5145	5145	5145	5145	5145	5145	Herbaspirillum sp. B39	5145	Pseudomonas sp. DSM 29164	0.957439196406	2	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	182.0	14.0	63.0	#f2cbb7	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071186	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5146	5146	5146	5146	5146	5146	5146	5146	5146	Pseudomonas sp. DSM 29164	5146	Lactobacillus gasseri	0.975070255087	2	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5147	5147	5147	5147	5147	5147	5147	5147	5147	Lactobacillus gasseri	5147	Pseudomonas sp. DSM 29164	0.975070255087	5	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5148	5148	5148	5148	5148	5148	5148	5148	5148	Pseudomonas sp. DSM 29164	5148	Lactobacillus hominis	1.0	2	13	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5149	5149	5149	5149	5149	5149	5149	5149	5149	Lactobacillus hominis	5149	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	159.0	14.0	63.0	#f6bda2	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.238436	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
5150	5150	5150	5150	5150	5150	5150	5150	5150	Pseudomonas sp. DSM 29164	5150	Nocardia otitidiscaviarum	0.904124250573	2	3	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5151	5151	5151	5151	5151	5151	5151	5151	5151	Nocardia otitidiscaviarum	5151	Pseudomonas sp. DSM 29164	0.904124250573	3	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	179.0	14.0	63.0	#f2c9b4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071176	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5152	5152	5152	5152	5152	5152	5152	5152	5152	Pseudomonas sp. DSM 29164	5152	Paracoccus sp. PAMC 22219	1.0	2	18	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5153	5153	5153	5153	5153	5153	5153	5153	5153	Paracoccus sp. PAMC 22219	5153	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	174.0	14.0	63.0	#f4c6af	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071161	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5154	5154	5154	5154	5154	5154	5154	5154	5154	Pseudomonas sp. DSM 29164	5154	Peptoniphilaceae bacterium SIT14	1.0	2	6	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5155	5155	5155	5155	5155	5155	5155	5155	5155	Peptoniphilaceae bacterium SIT14	5155	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	183.0	14.0	63.0	#f2cbb7	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071189	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5156	5156	5156	5156	5156	5156	5156	5156	5156	Pseudomonas sp. DSM 29164	5156	Peptoniphilus grossensis	0.948165574861	2	5	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5157	5157	5157	5157	5157	5157	5157	5157	5157	Peptoniphilus grossensis	5157	Pseudomonas sp. DSM 29164	0.948165574861	2	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
5158	5158	5158	5158	5158	5158	5158	5158	5158	Pseudomonas sp. DSM 29164	5158	Peptoniphilus sp. BV3AC2	0.973485599763	2	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5159	5159	5159	5159	5159	5159	5159	5159	5159	Peptoniphilus sp. BV3AC2	5159	Pseudomonas sp. DSM 29164	0.973485599763	3	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5160	5160	5160	5160	5160	5160	5160	5160	5160	Pseudomonas sp. DSM 29164	5160	Porphyromonas bennonis	0.944381993158	2	2	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5161	5161	5161	5161	5161	5161	5161	5161	5161	Porphyromonas bennonis	5161	Pseudomonas sp. DSM 29164	0.944381993158	4	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	171.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071156	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5162	5162	5162	5162	5162	5162	5162	5162	5162	Pseudomonas sp. DSM 29164	5162	Pseudomonas frederiksbergensis	1.0	2	12	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5163	5163	5163	5163	5163	5163	5163	5163	5163	Pseudomonas frederiksbergensis	5163	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	163.0	14.0	63.0	#f6bfa6	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.222492	0.0	-1443923658337.1135	#4055c8	#f7bca1	#b40426	#b40426
5164	5164	5164	5164	5164	5164	5164	5164	5164	Pseudomonas sp. DSM 29164	5164	Pseudomonas libanensis	1.0	2	23	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	185.0	14.0	63.0	#f1ccb8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07122200000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
5165	5165	5165	5165	5165	5165	5165	5165	5165	Pseudomonas libanensis	5165	Pseudomonas sp. DSM 29164	1.0	1	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	182.0	14.0	63.0	#f2cbb7	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071186	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
